,decision_id,decision_description,contract_id,contract_description
548,D.240/9/2009,"""funkcióbővítő integrált települési fejlesztések a megyei jogú városokban” megnevezésű városrehabilitációs beavatkozások végrehajtása vonatkozásában projektmenedzsmenti, szakérői és tanácsadói feladatok ellátása - éaop",451110,"a tatabánya megyei jogú város önkormányzata tulajdonában és kezelésében lévő zöldterületek, parkok, virágfelületek, fasorok, külterjes kaszálás, valamint játszóterek fenntartási feladatainak ellátása"
549,D.241/2010.,tematikus egyetemi gyűjtemények oktatási és kutatási webportáljának létrehozása,42645,miskolci egyetem e-7 jelű épületének takarítása.
550,D.241/2014.,hallgatói rendezvények szervezése,579843,számítástechnikai eszközök és szerverek bérlése
551,D.242/12/2009,"építési szerződés a kálmán imre kulturális központ könyvtára, bankfiók és üzletek, vegyes rendeltetésű épület építési munkáira",451826,ajánlatkérőnek a ddop-4.1.1/d-2008-0011 kódszámú térségi könyvtár és ismeretközpontra irányuló pályázathoz kapcsolódó építési beruházáshoz az előzetes műszaki szakmai anyag alapján az engedélyezési és kiviteli tervdokumentáció elkészítése...
552,D.242/2011.,"megbízási szezrődés a ""füzesgyarmat város (2/a-2/b-4-5-6-7-8-9-10 öbl) szennyvíz csatornázása és szennyvíztisztító telep bővítése"", projektmenedzseri munkák ellátására",5920,"egyösszegű, rögzített áras vállalkozási szerződés útépítés és/vagy járdaépítés és burkolatszélesítés kivitelezési feladatainak ellátására ács város belterületén.-tájékoztató az eljárás erdeményéről"
553,D.242/2013.,"bankszámlaszerződés alapján a szombathely m.j.v. önkorm. és az irányítása alá tartozó önállóan működő és gazdálkodó és önállóan működő intézmények részére nyújtandó számlavezetési, pénzforgalom lebonyolítási és egyéb banki szolgáltatás nyújtása",555042,"szombathely megyei jogú város önkormányzata és az irányítása alá tartozó önállóan működő és gazdálkodó és önállóan működő intézmények részére nyújtandó számlavezetési, pénzforgalom lebonyolítási és egyéb banki szolgáltatás"
554,D.243/2012.,"a somogy megyei önkormányzat kaposi mór oktató kórháza részére gyógyszerkiadó automata szállítása, telepítése és üzembe helyezése, valamint a kezelő személyzet betanítása",429306,"tolna megyei önkormányzat balassa jános kórház új hotelszárny építése, műtő- és diagnosztikai tömb részleges átalakítása"
555,D.243/2013.,földgáz energia egyetemes szolgáltatás megrendelése az ajánlatkérők számára,460373,tájékoztató a villamos energia beszerzés eredményéről
556,D.244/2010.,"épületkorszerűsítés és bővítés a felsőörsi miske óvodában, belső terek felújítása 370m2, külstő területek: ütéscsillaptító padló 95m2, térburkolat 30m2 és akadálymentesítés",39452,garay jános általános iskola teljeskörű akadálymentesítése #3 (eredmény)
557,D.244/2012.,"kmop-5.2.1/b-09-2f-2010-0003 kódszámú ""tököl funkcióbővítő városközpont rehabilitáció""",15150,tájékoztató az eljárás eredményéről városközpont funkcióbővítő megújítása bükön nydop-3.1.1/a-09-1f-2009-0005 című pályázat kiviteli munkái
558,D.244/2014.,"vállalkozási szerződés a ""budapesti 4-es számú metróvonal i. szakasz - kapcsolódó beruházások - kelenföldi pályaudvar térsége, nyugati kijárat, m1-m7 autópálya bevezetés módosított csomópontja (k2g2)"" megvalósítására ",596743,"a budapesti 4-es számú metróvonal i. szakasz - kapcsolódó felszíni beruházások megvalósítása - k2/d - baross tér felszíni rendezés tárgyú vállalkozási szerződés kiegészítő szerződése, illetve 3. sz. szerződésmódosítása a baross tér, keleti pályaudvar kerepesi úti oldalán trolibusz végállomás átalakítása és a szükséges hálózatok kialakítása érdekében"
559,D.245/2011.,a szombathelyi történelmi-régészeti városrész kialakítása ii. ütem - az iseum rekonstrukciójához kapcsolódó útépítés kivitelezési munkái iii. ,21735,"tájékoztató az eljárás eredményéről ""szombathelyi történelmi-régészeti városrész kialakítása ii. ütem – az iseum rekonstrukciójához kapcsolódó útépítés kivitelezési munkái"""
560,D.245/2012.,cegléd város önkormányzata intézményei számára közétkeztetési feladatok ellátása a meglévő konyhák üzemeltetésre történő átvételéve,441641,kecel város önkormányzata részére mélyépítési keretmegállapodás megkötése.
561,D.245/2014.,"nyári és téli védőitalok - ásványvíz, fileteres tea, instant tea, teaszörp (sűrítmény), kristálycukor, édesítőszer, teaízesítő tabletta (citrompótló), teaízesítő (citromlé) - adásvétele értékalapú keretszerződés keretében- 1. rész",570344,"vállalkozási szerződés - kdop-4.2.3.-09-2010-0008 - a központi informatikai rendszer továbbfejlesztésére, utastájékoztatási és utas kiszolgáló eszközök rendszerbeállítására, a járműfedélzetre szánt eszközök beépítésére, valamint, a nyomonkövetést szolgáló eszközök telepítése"
562,D.246/10/2009,mosodai szolgáltatás ellátása,22176,komplex pályázati előkészítési és projektmenedzsment szolgáltatások ellátása
563,D.246/2010.,háziorvosi ügyeleti gépkocsik üzemeltetése,35460,orvosi gép-műszer
564,D.247/14/2010.,m3 gyorsforgalmi út nyíregyháza 49. sz. főút (234+239-268+000 km sz.) közötti szakasz kivitelezési munkáinak elvégzése,27826,"tájékoztató az eljárás eredményéről az ""m3 gyorsforgalmi út nyíregyháza - 49. sz. főút (234+238-268+000 km.sz.) közötti szakasz kivitelezési munkáinak elvégzése."" tárgyú eljárásban."
565,D.247/2014.,traktor szállítása,602085,traktor szállítása.
566,D.248/2011.,napelem telepítése a bólyi területi központi műhely tetején,20071,járóbeteg szakellátás biztosítása - tájékoztató az eljárás eredményéről
567,D.248/2013.,gsm-r rendszer beszerzése és kapcsolódó szolgálatatások elnevezésű nagyprojekt számára optikai kábelhálózat szállítására 1091 km vasúti nyomvonal mentén,597860,"szállítási szerződés hitelesítés szolgáltatáshoz kapcsolódó időbélyegzés szolgáltatás hardver céleszközeinek beszerzése az ekop-2.3.8-2012-2012-0001 kódszámú, teljeskörű ügyfélazonosítás c. kiemelt projekt keretében"
568,D.249/2010.,informatikai rendszerfejlesztési tanácsadási tevékenységre és az emir szoftvernek és infrastruktúrájának működésével kapcsolatos tanácsadói feladatok ellátására kötött szerződések vonatkozásában  kbt. mellőzés miatt,26614,"a kbt. 136/c. §. (6) bekezdése szerinti, az eljárás eredményéről szóló tájékoztató a ""keretmegállapodások értékelési feladatok ellátására"" tárgyban megkötött szerződésekről"
569,D.25/2010.,pándy kálmán megyei kórház patológiai osztály épületének kivitelezése gépészeti tartalommal és beépített orvos-technológiával,447877,pándy kálmán kórház - patológia tervek - szerződéskötés
570,D.25/2012.,"kassa-sárospatak kerékpárút fejlesztése című husk/0901/2.3.1/0284 kódszámú projekt kivitelezési munkái pálháza, füzérkomlós és hollóháza közigazgatási területén",15074,"„kassa – sárospatak kerékpárút fejlesztése” című, husk/0901/2.3.1/0284 kódszámú projekt kivitelezési munkái pálháza, füzérkomlós és hollóháza közigazgatási területén"
571,D.25/2013.,budapest xxi. csepeli gerincút i. ütem (szabadkikötő út - posztógyár u. között) kivitelezési munkái,461133,"„budapest, xxi. csepeli gerincút i. ütem (szabadkikötő út – posztógyár utca között) kivitelezési munkái tárgyában megkötött szerződésben nem szereplő, kiegészítő építési beruházás megrendelése”"
572,D.25/2014.,"budapesti villamos és trolibusz járműfejlesztés keretében „utastéri állóhelyi alapterületen 100%%-ban alacsonypadlós villamosok beszerzésére vállalkozással vegyes szállítási szerződés""",16673,vállalkozással vegyes szállítási szerződés
573,D.250/2010.,kbt mellőzése gyépjármű üzemanyag beszerzése,44441,szállítási szerződés vérvételi zsákrendszer beszerzésére
574,D.250/2011.,"tatai kistérségi szociális és gyermekjóléti központ bővítése és rekonstrukciója, tűzjelző rendszer kiépítésével és 25 db parkolóhely telken belüli elhelyezéséve",4759,ii. rákóczi ferenc általános iskola i. ütem rekonstrukciója és bővítése - tájékoztató az eljárás eredményéről
575,D.250/2013.,"fordítási, tolmácsolási és lektorálási feladatok ellátása a nav központi hivatala részére",593507,"vállalkozási szerződés miskolc, horváth lajos u. 17-19. szám alatti épület belső felújítási munkái feladatok elvégzésére"
576,D.250/2014.,"terep- és álcaruhák, mellények, taktikai öv tartozékai y hevederrel, pisztolytokok és tártokok, valamint hátizsákok szállítása - 6. rész",562764,taktikai zsebkések szállítása
577,D.251/13/2009,gyöngyösoroszi ércbánya végleges bezárása és az érintett terület teljes körű rekultivációja iii.,452677,vállalkozási szerződés műszaki információs rendszer (mir) továbbfejlesztésére - tájékoztató ted
578,D.251/2010.,miskolc városi villamosvasút fejlesztése projekt villamos jármű beszerzés,40165,"„miskolc városi villamosvasút fejlesztése” projekt – pálya felújítás, vonalhosszabbítás és kapcsolódó infrastruktúra - ted. eredménytáj."
579,D.251/2011.,"a bkv zrt. 37-es villamos vonalán, az élessarok-őrház megállóhely közötti pálya felújítási és áramellátási munkák ii. ütemének kivitelezése, valamint a combino villamosok be-, és kiálló útvonal felújításának i. üteme",7285,„az 1-es és 3-as villamos vonalak korszerűsítéséhez és meghosszabbításához szükséges kiviteli tervek elkészítése és a tervezői művezetési feladatok ellátása”
580,D.251/2013.,közétkeztetéshez szükséges készételek és élelmiszerek beszerzése,3133,földgáz energia beszerzése
581,D.251/2014.,"kazánházak karbantartása, műszaki ellenőrzése, javítási munkák elvégzése  1,4,5,6, 8. részek",582573,"az elte intézményeinél üzemeltetett fénymásolók eseti karbantartása, javítása, folyamatos működésének biztosítása a szükséges kopóanyagok, alkatrészek biztosításával."
582,D.252/2011.,"domaháza, dózsa gy. út burkolat felújítása - vállalkozási szerződés",20141,"domaháza, dozsa györgy út burkolat felújítása"
583,D.252/2012.,az 1-es és 3-as villamos vonalak korszerűsítéséhez és meghosszabbításához szükséges kiviteli tervek elkészítése és tervezői művezetési feladatok ellátása - tervezési szerződés,431040,„budapest vii. kerület thököly út dózsa györgy út hernád utca közötti szakaszának átépítéséhez szükséges kiviteli szintű engedélyezési terv elkészítése és az annak alapján történő kivitelezés során tervezői művezetési feladatok ellátása”
584,D.252/2013.,"a 8. sz. főút várpalota déli elkerülő építése - fedvényterv készítése az összevont várpalota elkerülő vég- és pétfürdői külön szintű csomópontra, engedélyezési és kiviteli szintű tender terv készítése",570714,"az m30-26.sz. főút miskolc északi elkerülő ii. ütem kivitelezése a 0+000-5+844 km szelvények között, valaminta 3-as úti felhajtó ág, műtárgyak és a kapcsolódó egyéb munkák tervezése, engedélyezése és kivitelezése."
585,D.252/2014.,hallgatói rendezvények szervezése,579843,számítástechnikai eszközök és szerverek bérlése
586,D.253/2010.,gépjárművek beszerzése,432537,jelzőrendszeres házi segítségnyújtáshoz szükséges eszközök beszerzése és üzembe helyezése.
587,D.253/2012.,"budapest, vii. kerület kazinczy u. 21., hátsó épület - emissziómentes gépészeti rendszer kiépítése, valamint az épület két oldalsó és hátsó homlokzatán a nyílászárók felújítása",439549,"budapest vii. kerületben közterületek hétközbeni és hétvégi kézi és gépi takarítása,  valamint egyéb közterületi köztisztasági feladatok ellátása"
588,D.253/2014. ,takarítási feladatok ellátása 2014,594282,őrzés-védelmi feladatok ellátása 2014.
589,D.253/6/2009,"hajdú-bihar megyei hulladékgazdálkodási program – rekultiváció: hulladék átrakását, tömörítését és lezárását igénylő települési szilárdhulladék-lerakó rekultivációs munkáinak kiviteli tervezése és kivitelezése",455421,"tervezési szerződés út tervezésére és engedélyezésére, út felújítási-, útburkolat felújítási-, parkoló felújítási-, kerékpárút felújítási kiviteli tervek elkészítése"
